lil_interpretations
[('', -0.3665730953216553), ('rat', -0.3670118451118469), ('.', -0.3670164942741394), ('or', -0.3672441244125366), ('s', -0.367437481880188)]
[('offers much to enjoy  . . . and a lot to mull over in terms of love  , loyalty and the nature of staying friends  .', 9.72747802734375e-05), ('offers much to enjoy  . . . and a lot to mull over in terms of love  , loyalty and the nature of staying friends', 9.72747802734375e-05), ('much to enjoy  . . . and a lot to mull over in terms of love  , loyalty and the nature of staying friends', 9.72747802734375e-05), ('much to enjoy', 9.72747802734375e-05), ('to enjoy', 9.72747802734375e-05)]
[('the  pi quant story needs more dramatic meat on its bones  .', 0.005841255187988281), ('the  pi quant story', -0.05929034948348999), ('needs more dramatic meat on its bones', -0.08013755083084106), ('more dramatic meat on its bones', -0.09689480066299438), (' pi quant', -0.09841728210449219)]
"[(""my wife is an actress is an utterly charming french comedy that feels so  american in sensibility and style it  ' s virtually its own  hollywood remake  ."", 9.894371032714844e-05), ('my wife is an actress', 9.894371032714844e-05), ('my wife', 9.894371032714844e-05), ('is an actress', 9.894371032714844e-05), ('an actress', 9.894371032714844e-05)]"
[('', -0.3612292408943176), ('ible', -0.3614199161529541), ('s', -0.36146241426467896), ('popcorn', -0.36149513721466064), ('programmer', -0.3615642786026001)]
[('an important movie  , a reminder of the power of film to move us and to make us examine our values  .', 0.00019425153732299805), ('an important movie', 0.00019425153732299805), ('a reminder of the power of film to move us and to make us examine our values', 0.00019425153732299805), ('a reminder', 0.00019425153732299805), ('of the power of film to move us and to make us examine our values', 0.00019425153732299805)]
[('the magic of the film lies not in the mysterious spring but in the rich ness of its performances  .', 0.0010005831718444824), ('the magic of the film', 0.0010005831718444824), ('the magic', 0.0010005831718444824), ('of the film', 0.0010005831718444824), ('the film', 0.0010005831718444824)]
[('ironically', -0.3843277096748352), ('the', -0.38474327325820923), ('was', -0.38490527868270874), ('original', -0.3852052688598633), ('', -0.38536322116851807)]
[('the jab s it employs are short  , carefully placed and dead - center  .', 0.0569148063659668), ('are short  , carefully placed and dead - center', 0.05358248949050903), ('short  , carefully placed and dead - center', 0.051568806171417236), ('the jab s it employs', 0.023431599140167236), ('dead - center', -0.025368452072143555)]
[('while local s will get a kick out of spot ting c level and sites  , the rest of the world will enjoy a fast - paced comedy with quirk s that might make the award - winning co en brothers  en vi ous  .', 7.402896881103516e-05), ('while local s will get a kick out of spot ting c level and sites', 7.402896881103516e-05), ('local s will get a kick out of spot ting c level and sites', 7.402896881103516e-05), ('local s', 7.402896881103516e-05), ('will get a kick out of spot ting c level and sites', 7.402896881103516e-05)]
"[(""the words  , ` frankly  , my dear  ,  i do  n ' t give a damn  ,  ' have never been more appropriate  ."", 0.053545355796813965), (""the words  , ` frankly  , my dear  ,  i do  n ' t give a damn  ,  '"", 0.05348670482635498), ('have never been more appropriate', 0.02941793203353882), (""do  n ' t give a damn"", 0.015712380409240723), ('been more appropriate', -0.013272285461425781)]"
"[(""the longer the movie goes  , the worse it gets  , but it  ' s actually pretty good in the first few minutes  ."", 0.03283262252807617), (""it  ' s actually pretty good in the first few minutes"", 0.03283262252807617), ("" ' s actually pretty good in the first few minutes"", 0.03283262252807617), ('s actually pretty good in the first few minutes', 0.03283262252807617), ('in the first few minutes', 0.03283262252807617)]"
[('the', -0.4329972267150879), ('of', -0.43304574489593506), ('humor', -0.4330645203590393), ('much', -0.43341541290283203), ('too', -0.4334317445755005)]
"[(""further proof that the epicenter of cool  , beautiful  , thought - provoking foreign cinema is smack - d ab in the middle of dub ya  ' s  axis of evil  ."", 0.0003669261932373047), (""that the epicenter of cool  , beautiful  , thought - provoking foreign cinema is smack - d ab in the middle of dub ya  ' s  axis of evil"", 0.0003669261932373047), (""the epicenter of cool  , beautiful  , thought - provoking foreign cinema is smack - d ab in the middle of dub ya  ' s  axis of evil"", 0.0003669261932373047), ('the epicenter of cool  , beautiful  , thought - provoking foreign cinema', 0.0003669261932373047), ('the epicenter', 0.0003669261932373047)]"
[('chase', -0.35849428176879883), ('one', -0.35894709825515747), ('', -0.3590291738510132), ('is', -0.3591082692146301), ('urgency', -0.3591848611831665)]
[(',', -0.42501431703567505), ('slow', -0.42542099952697754), ('long', -0.42609256505966187), ('little', -0.42629414796829224), ('happens', -0.42631471157073975)]
"[(""'"", -0.3989056348800659), ('s', -0.3998579978942871), ('of', -0.39990460872650146), ('casting', -0.4000799059867859), ('brother', -0.40091705322265625)]"
[('', -0.4217708110809326), ('bad', -0.4227808713912964), ('very', -0.4229934811592102), ('.', -0.4242315888404846), ('very bad', -0.614629477262497)]
[('s', -0.29057425260543823), ('pet', -0.2916557192802429), ('j', -0.29276394844055176), ('er', -0.29400867223739624), ('pan', -0.2940790057182312)]
[('fiction', -0.3821771740913391), ('science', -0.38308197259902954), ('left', -0.3852437734603882), ('inspiration', -0.38526731729507446), ('s', -0.3852877616882324)]
[('birthday girl is an amusing joy ride  , with some surprisingly violent moments  .', 0.000613093376159668), ('birthday girl', 0.000613093376159668), ('is an amusing joy ride  , with some surprisingly violent moments', 0.000613093376159668), ('an amusing joy ride', 0.000613093376159668), ('with some surprisingly violent moments', 0.000613093376159668)]
[('so much  faci le technique  , such cute ideas  , so little movie  .', 0.0564957857131958), ('so much  faci le technique', 0.0564957857131958), ('such cute ideas', 0.0564347505569458), ('so little movie', 0.05642497539520264), ('so much', 0.055560290813446045)]
[('different', -0.3624327778816223), ('with', -0.36349552869796753), ('scenery', -0.36368823051452637), (',', -0.36671674251556396), ('just', -0.36677056550979614)]
[('a smart  , witty follow - up  .', 0.0006080865859985352), ('witty', 0.0005650520324707031), ('', 0.0005649328231811523), ('smart', 0.0005648136138916016), ('.', 0.0005648136138916016)]
[(' cha bro l has taken promising material for a black comedy and turned it instead into a somber chamber drama  .', 0.27641165256500244), ('has taken promising material for a black comedy and turned it instead into a somber chamber drama', 0.27030396461486816), ('taken promising material for a black comedy and turned it instead into a somber chamber drama', 0.2681271433830261), ('turned it instead into a somber chamber drama', 0.2541307806968689), (' cha bro l', 0.24649536609649658)]
[('like  m ike is a winner for kids  , and no doubt a winner for  l il bow  wow  , who can now add movies to the list of things he does well  .', 0.0002161860466003418), ('like  m ike', 0.0002161860466003418), ('is a winner for kids  , and no doubt a winner for  l il bow  wow  , who can now add movies to the list of things he does well', 0.0002161860466003418), ('is a winner for kids', 0.0002161860466003418), ('a winner for kids', 0.0002161860466003418)]
"[(""it  ' s another video movie photographed like a film  , with the bad lighting that  ' s often written off as in die film natural ism  ."", 0.004931986331939697), ("" ' s another video movie photographed like a film  , with the bad lighting that  ' s often written off as in die film natural ism"", -0.001228034496307373), (""s another video movie photographed like a film  , with the bad lighting that  ' s often written off as in die film natural ism"", -0.006936252117156982), (""another video movie photographed like a film  , with the bad lighting that  ' s often written off as in die film natural ism"", -0.009980261325836182), (""photographed like a film  , with the bad lighting that  ' s often written off as in die film natural ism"", -0.02136409282684326)]"
[('justify', -0.361333429813385), ('hours', -0.361427903175354), ('almost', -0.36204707622528076), ('two', -0.3621733784675598), ('the', -0.3625609874725342)]
"[(""it will grip even viewers who are  n ' t interested in rap  , as it cuts to the heart of  american society in an un ner ving way  ."", 0.00047707557678222656), (""will grip even viewers who are  n ' t interested in rap  , as it cuts to the heart of  american society in an un ner ving way"", 0.00047707557678222656), (""grip even viewers who are  n ' t interested in rap  , as it cuts to the heart of  american society in an un ner ving way"", 0.00047707557678222656), (""even viewers who are  n ' t interested in rap"", 0.00047707557678222656), ('even viewers', 0.00047707557678222656)]"
"[(""the film is beautifully mounted  , but  , more to the point  , the issues are subtly presented  , managing to walk a fine line with regard to the question of  jo an  ' s madness  ."", 3.5762786865234375e-05), ('the film is beautifully mounted', 3.5762786865234375e-05), ('the film', 3.5762786865234375e-05), ('is beautifully mounted', 3.5762786865234375e-05), ('more to the point', 3.5762786865234375e-05)]"
"[(""and if you  ' re not nearly moved to tears by a couple of scenes  , you  ' ve got ice water in your veins  ."", 0.021996736526489258), (""if you  ' re not nearly moved to tears by a couple of scenes"", 0.021996736526489258), (""you  ' re not nearly moved to tears by a couple of scenes"", 0.021996736526489258), ("" ' re not nearly moved to tears by a couple of scenes"", 0.021996736526489258), ('re not nearly moved to tears by a couple of scenes', 0.021996736526489258)]"
[('rich ard  ge re and  dian e lane put in fine performances as does french actor olive r  mar tine z  .', 0.0007045269012451172), ('rich ard  ge re and  dian e lane', 0.0007045269012451172), ('put in fine performances as does french actor olive r  mar tine z', 0.0007045269012451172), ('fine performances', 0.0007045269012451172), ('as does french actor olive r  mar tine z', 0.0007045269012451172)]
[('good film  , but very  g lum  .', 0.0028533339500427246), ('good film', 0.0028533339500427246), ('very  g lum', 0.0028533339500427246), ('but', 0.002827465534210205), (',', 0.0028271079063415527)]
[('u', -0.337069034576416), ('sham', -0.3371569514274597), ('the', -0.33840256929397583), ('killer', -0.33958011865615845), ('whale', -0.3414442539215088)]
[('preach es to two completely different choir s at the same time  , which is a pretty amazing accomplishment  .', 0.0067557692527771), ('preach es to two completely different choir s at the same time', 0.0067557692527771), ('to two completely different choir s', 0.0067557692527771), ('two completely different choir s', 0.0067557692527771), ('at the same time', 0.0067557692527771)]
[('verb inski implement s every hack - art ist trick to give us the  ook y - sp ookie s  .', 0.055452585220336914), ('implement s every hack - art ist trick to give us the  ook y - sp ookie s', 0.05545186996459961), ('ist trick to give us the  ook y - sp ookie s', 0.05539596080780029), ('trick to give us the  ook y - sp ookie s', 0.05533576011657715), ('to give us the  ook y - sp ookie s', 0.055214107036590576)]
"[(""two hours fly by  - - opera  ' s a pleasure when you do  n ' t have to endure inter mission s  - - and even a novice to the form comes away ex hil a rated  ."", 0.00271451473236084), ('two hours fly by', 0.00271451473236084), (""opera  ' s a pleasure when you do  n ' t have to endure inter mission s"", 0.00271451473236084), (""when you do  n ' t have to endure inter mission s"", 0.00271451473236084), (""you do  n ' t have to endure inter mission s"", 0.00271451473236084)]"
"[(""in all  , this is a watch able movie that  ' s not quite the memorable experience it might have been  ."", 0.06039595603942871), (""is a watch able movie that  ' s not quite the memorable experience it might have been"", 0.060334086418151855), (""a watch able movie that  ' s not quite the memorable experience it might have been"", 0.06029820442199707), (""that  ' s not quite the memorable experience it might have been"", 0.05975860357284546), ("" ' s not quite the memorable experience it might have been"", 0.05935394763946533)]"
[('drops you into a dizzy ing  , volatile  , pressure - co oker of a situation that quickly snow ball s out of control  , while focusing on the what much more than the why  .', 0.015389442443847656), ('drops you into a dizzy ing  , volatile  , pressure - co oker of a situation that quickly snow ball s out of control  , while focusing on the what much more than the why', 0.015389442443847656), ('into a dizzy ing  , volatile  , pressure - co oker of a situation that quickly snow ball s out of control', 0.015389442443847656), ('a dizzy ing  , volatile  , pressure - co oker of a situation that quickly snow ball s out of control', 0.015389442443847656), ('a dizzy ing  , volatile  , pressure - co oker', 0.015389442443847656)]
[(' atom ego yan has conjure d up a multi layered work that tackles any number of fascinating issues', 0.00046050548553466797), (' atom ego yan', 0.00046050548553466797), ('has conjure d up a multi layered work that tackles any number of fascinating issues', 0.00046050548553466797), ('conjure d up a multi layered work that tackles any number of fascinating issues', 0.00046050548553466797), ('d up', 0.00046050548553466797)]
[('slick piece of cross - pro motion  .', 0.02754688262939453), ('of cross - pro motion', 0.02754688262939453), ('cross - pro motion', 0.02754688262939453), ('slick piece', 0.02754223346710205), ('piece', 0.02662026882171631)]
[('to', -0.4076407551765442), ('cinematic', -0.40830254554748535), ('become', -0.4084930419921875), ('poetry', -0.40903061628341675), ('strains', -0.4096336364746094)]
[(' ma ji di is an unconventional story teller  , capable of finding beauty in the most depressing places  .', 0.0004245638847351074), (' ma ji di', 0.0004245638847351074), ('is an unconventional story teller  , capable of finding beauty in the most depressing places', 0.0004245638847351074), ('an unconventional story teller  , capable of finding beauty in the most depressing places', 0.0004245638847351074), ('an unconventional story teller', 0.0004245638847351074)]
"[(""the movie is  n ' t just hilarious  : it  ' s witty and inventive  , too  , and in hind s ight  , it is  n ' t even all that dumb  ."", 0.06710320711135864), (""it  ' s witty and inventive  , too  , and in hind s ight  , it is  n ' t even all that dumb"", 0.06710320711135864), (""it  ' s witty and inventive  , too"", 0.06710320711135864), ("" ' s witty and inventive  , too"", 0.06710320711135864), (""in hind s ight  , it is  n ' t even all that dumb"", 0.06710320711135864)]"
[('filmmakers who can def t ly change mood s are treasure s and even marvel s  .', 0.00029981136322021484), ('filmmakers who can def t ly change mood s', 0.00029981136322021484), ('who can def t ly change mood s', 0.00029981136322021484), ('can def t ly change mood s', 0.00029981136322021484), ('def t ly change mood s', 0.00029981136322021484)]
[('the vitality of the actors keeps the intensity of the film high  , even as the  stra f ing s blend together  .', 0.00016951560974121094), ('the vitality of the actors', 0.00016951560974121094), ('the vitality', 0.00016951560974121094), ('of the actors', 0.00016951560974121094), ('the actors', 0.00016951560974121094)]
[('-LRB-', -0.3745098114013672), ('b', -0.3757489323616028), ('blo', -0.3757897615432739), ('entertainment', -0.37665313482284546), ('of', -0.376686155796051)]
[('of', -0.3328566551208496), ('car', -0.33460164070129395), ('e', -0.3350105881690979), ('jo', -0.33720898628234863), ('efforts', -0.33728623390197754)]
[('true tale of courage  - - and complicity  - - at a us ch witz is a  har row ing drama that tries to tell of the un s peak able  .', 0.00029724836349487305), ('true tale of courage  - - and complicity  - - at a us ch witz', 0.00029724836349487305), ('true tale', 0.00029724836349487305), ('of courage  - - and complicity  - -', 0.00029724836349487305), ('of courage  - - and complicity ', 0.00029724836349487305)]
[('a study in shades of gray  , offering itself up in subtle plot maneuver s  . . .', 0.0471879243850708), ('a study in shades of gray', 0.0471879243850708), ('offering itself up in subtle plot maneuver s', 0.0471879243850708), ('in subtle plot maneuver s', 0.0471879243850708), ('in shades of gray', 0.047187209129333496)]
"[(""no screen fantasy - adventure in recent memory has the show manship of clone s  ' last 45 minutes  ."", -0.10939300060272217), (""has the show manship of clone s  ' last 45 minutes"", -0.15450304746627808), (""the show manship of clone s  ' last 45 minutes"", -0.15940332412719727), (""manship of clone s  ' last 45 minutes"", -0.17479950189590454), (""of clone s  ' last 45 minutes"", -0.18239527940750122)]"
[('more romantic  , more emotional and ultimately more satisfying than the tear y - eyed original  .', 0.0007863044738769531), ('more romantic  , more emotional and ultimately more satisfying', 0.0007863044738769531), ('more romantic', 0.0007863044738769531), ('more emotional', 0.0007863044738769531), ('ultimately more satisfying', 0.0007863044738769531)]
[('of', -0.26654118299484253), ('stars', -0.26827049255371094), ('popularity', -0.2720698118209839), ('the', -0.27760714292526245), ('on', -0.27817410230636597)]
"[(""if you  ' ve ever entertained the notion of doing what the title of this film implies  , what sex with strangers actually shows may put you off the idea forever  ."", 0.04565531015396118), (""if you  ' ve ever entertained the notion of doing what the title of this film implies"", 0.04127317667007446), (""you  ' ve ever entertained the notion of doing what the title of this film implies"", 0.040310800075531006), ('ve ever entertained the notion of doing what the title of this film implies', 0.03545862436294556), ('entertained the notion of doing what the title of this film implies', 0.029697537422180176)]"
[('once the 50 year old benign i appears as the title character  , we find ourselves long ing for the block of wood to come back  .', 0.04738914966583252), ('find ourselves long ing for the block of wood to come back', 0.033408284187316895), ('once the 50 year old benign i appears as the title character', 0.031848132610321045), ('ourselves long ing for the block of wood to come back', 0.029481053352355957), ('the 50 year old benign i appears as the title character', 0.027578771114349365)]
[('st', -0.4191631078720093), ('ult', -0.41984814405441284), ('ifying', -0.41994500160217285), ('dumb', -0.4202273488044739), ('ingly', -0.42028141021728516)]
[('an effectively creepy  , fear - inducing  -LRB- not fear - re duc ing  -RRB- film from  japan ese director hide o  nak ata  , who takes the super sti t ious curse on chain letters and actually applies it  .', 0.0021600723266601562), ('an effectively creepy  , fear - inducing  -LRB- not fear - re duc ing  -RRB- film', 0.0021600723266601562), ('effectively creepy  , fear - inducing  -LRB- not fear - re duc ing  -RRB-', 0.0021600723266601562), ('fear - inducing  -LRB- not fear - re duc ing  -RRB-', 0.0021600723266601562), ('fear - inducing', 0.0021600723266601562)]
[('sustain s its dream like glide through a succession of  chee s y coincidence s and  vol up t uous cheap effects  , not the least of which is  re be cca  rom ijn - sta mos  .', 0.01178133487701416), ('sustain s its dream like glide through a succession of  chee s y coincidence s and  vol up t uous cheap effects  , not the least of which is  re be cca  rom ijn - sta mos', 0.01178133487701416), ('like glide through a succession of  chee s y coincidence s and  vol up t uous cheap effects  , not the least of which is  re be cca  rom ijn - sta mos', 0.01178133487701416), ('glide through a succession of  chee s y coincidence s and  vol up t uous cheap effects  , not the least of which is  re be cca  rom ijn - sta mos', 0.01178133487701416), ('through a succession of  chee s y coincidence s and  vol up t uous cheap effects  , not the least of which is  re be cca  rom ijn - sta mos', 0.01178133487701416)]
[('last', -0.40769845247268677), ('scene', -0.4083280563354492), ('clumsy', -0.4085838794708252), ('an', -0.40864330530166626), ('and', -0.4087570905685425)]
[('import', -0.35861289501190186), ('inform', -0.3590052127838135), ('social', -0.3596792221069336), ('to', -0.36041736602783203), ('aspirations', -0.36075490713119507)]
"[(""sit through this one  , and you  wo  n ' t need a magic watch to stop time  ; your dvd player will do it for you  ."", 0.14181721210479736), (""sit through this one  , and you  wo  n ' t need a magic watch to stop time"", 0.14181721210479736), (""you  wo  n ' t need a magic watch to stop time"", 0.14181721210479736), ("" wo  n ' t need a magic watch to stop time"", 0.14181721210479736), ('your dvd player will do it for you', 0.1418170928955078)]"
"[(""for the first time in years  , de  ni ro dig s deep emotionally  , perhaps because he  ' s been stirred by the powerful work of his co - stars  ."", 0.0008404254913330078), ('for the first time in years', 0.0008404254913330078), ('the first time in years', 0.0008404254913330078), ('the first time', 0.0008404254913330078), ('de  ni ro', 0.0008404254913330078)]"
[('not since to m cruise in risky business has an actor made such a strong impression in his underwear  .', 0.03814804553985596), ('not since to m cruise in risky business', 0.03814804553985596), ('made such a strong impression in his underwear', 0.03814804553985596), ('to m cruise in risky business', 0.038147568702697754), ('m cruise in risky business', 0.03814339637756348)]
"[('an interesting story with a pertinent  -LRB- cinematic ally unique  -RRB- message  , told fairly well and scored to perfection  ,  i found myself struggling to put my finger on that elusive  "" missing thing  .  ""', 0.0008869767189025879), ('an interesting story with a pertinent  -LRB- cinematic ally unique  -RRB- message  , told fairly well and scored to perfection ', 0.0008869767189025879), ('an interesting story', 0.0008869767189025879), ('with a pertinent  -LRB- cinematic ally unique  -RRB- message  , told fairly well and scored to perfection ', 0.0008869767189025879), ('a pertinent  -LRB- cinematic ally unique  -RRB- message  , told fairly well and scored to perfection ', 0.0008869767189025879)]"
[('harmless', -0.26074254512786865), ('diversion', -0.26104432344436646), (',', -0.2635597586631775), ('routine', -0.26449519395828247), ('', -0.26454275846481323)]
[('is the time really ripe for a warmed - over jam es bond adventure  , with a village idiot as the 0 07 clone  ?', 0.037789881229400635), ('really ripe for a warmed - over jam es bond adventure  , with a village idiot as the 0 07 clone', 0.032183706760406494), ('for a warmed - over jam es bond adventure  , with a village idiot as the 0 07 clone', 0.02913975715637207), ('a warmed - over jam es bond adventure  , with a village idiot as the 0 07 clone', 0.0271185040473938), ('with a village idiot as the 0 07 clone', -0.035295069217681885)]
[('finest', -0.3094547390937805), ('ni', -0.3098093867301941), ('de', -0.31012803316116333), ('chef', -0.3131474256515503), ('ro', -0.3148738145828247)]
[('the reality of the new live - action pin o cchio he directed  , co wrote and starred in borders on the grotesque  .', 0.06749427318572998), ('of the new live - action pin o cchio he directed  , co wrote and starred in borders on the grotesque', 0.0674821138381958), ('the new live - action pin o cchio he directed  , co wrote and starred in borders on the grotesque', 0.06747448444366455), ('he directed  , co wrote and starred in borders on the grotesque', 0.0665358304977417), ('directed  , co wrote and starred in borders on the grotesque', 0.06601327657699585)]
"[("" sam ira  m akh mal ba f  ' s new film black board s is much like the  eth os of a stream of consciousness  , although  , it  ' s unfortunate for the viewer that the thoughts and reflection s coming through are to r pid and ban al"", 0.10930103063583374), (""is much like the  eth os of a stream of consciousness  , although  , it  ' s unfortunate for the viewer that the thoughts and reflection s coming through are to r pid and ban al"", 0.10930031538009644), (""although  , it  ' s unfortunate for the viewer that the thoughts and reflection s coming through are to r pid and ban al"", 0.10923665761947632), (""it  ' s unfortunate for the viewer that the thoughts and reflection s coming through are to r pid and ban al"", 0.10912144184112549), ("" ' s unfortunate for the viewer that the thoughts and reflection s coming through are to r pid and ban al"", 0.10902845859527588)]"
[('a', -0.30320000648498535), ('im', -0.3032984733581543), ('ura', -0.30366450548171997), ('of', -0.30403512716293335), ('uan', -0.3040578365325928)]
[('every time you look  , sweet home  alabama is taking another bum mer of a wrong turn  .', -0.0035939812660217285), ('sweet home  alabama', -0.09704726934432983), ('is taking another bum mer of a wrong turn', -0.13160300254821777), ('taking another bum mer of a wrong turn', -0.14403092861175537), ('every time you look ', -0.1443777084350586)]
[('?', -0.3668932318687439), ('', -0.36689692735671997), ('you', -0.36760324239730835), ('how', -0.3681730031967163), ('do', -0.3683522343635559)]
[('', -0.2678288221359253), ('.', -0.2684498429298401), ('is', -0.2693382501602173), ('simplistic', -0.2695621848106384), ('too', -0.26959091424942017)]
[('director of photography be no it del hom me shot the movie in delicious colors  , and the costumes and sets are grand  .', 0.00032067298889160156), ('director of photography be no it del hom me shot the movie in delicious colors', 0.00032067298889160156), ('director of photography', 0.00032067298889160156), ('of photography', 0.00032067298889160156), ('be no it del hom me shot the movie in delicious colors', 0.00032067298889160156)]
[('way', -0.33658909797668457), ('clock', -0.3372964859008789), ('through', -0.3375152349472046), ('my', -0.33773088455200195), ('logged', -0.3393171429634094)]
[('just', -0.33306068181991577), ('practically', -0.33403563499450684), ('over', -0.33463525772094727), ('unt', -0.33465641736984253), ('than', -0.3348081111907959)]
[('tube', -0.38587474822998047), ('it', -0.3861757516860962), ('tv', -0.38661855459213257), ('budget', -0.38677000999450684), ('', -0.3868016004562378)]
[('they', -0.3288559913635254), ('should', -0.3290923237800598), ('have', -0.32927215099334717), ('called', -0.33208805322647095), ('', -0.33465075492858887)]
[('unde', -0.2362927794456482), (' unde ni ably interesting', -0.23751187324523926), ('ni', -0.2404404878616333), ('ably', -0.24382108449935913), ('interesting', -0.24574977159500122)]
[(' -LRB- a  -RRB-  n utterly charming and hilarious film that reminded me of the best of the dis ney comedies from the 60 s  .', 0.00010776519775390625), ('utterly charming and hilarious film that reminded me of the best of the dis ney comedies from the 60 s', 0.00010776519775390625), ('utterly charming and hilarious film', 0.00010776519775390625), ('utterly charming and hilarious', 0.00010776519775390625), ('that reminded me of the best of the dis ney comedies from the 60 s', 0.00010776519775390625)]
[('intriguing', -0.30991578102111816), ('an', -0.3202822804450989), ('look', -0.3223310112953186), ('as', -0.3225777745246887), ('began', -0.3311196565628052)]
[('win ce - inducing dialogue  , thrift - shop costumes  , pros the tic makeup by silly put ty and km art blue - light - special effects all con spire to test trek kie loyalty  .', 0.04705554246902466), ('ce - inducing dialogue  , thrift - shop costumes  , pros the tic makeup by silly put ty and km art blue - light - special effects', 0.046952784061431885), ('km art blue - light - special effects', 0.008178293704986572), ('con spire to test trek kie loyalty', 0.006126999855041504), ('the tic makeup by silly put ty', -0.005747497081756592)]
[('a rigorous ly structured and exquisite ly filmed drama about a father and son connection that is a brief shooting star of love  .', 0.00016057491302490234), ('a rigorous ly structured and exquisite ly filmed drama about a father and son connection', 0.00016057491302490234), ('a rigorous ly structured and exquisite ly filmed drama', 0.00016057491302490234), ('rigorous ly structured and exquisite ly filmed', 0.00016057491302490234), ('rigorous ly structured', 0.00016057491302490234)]
[('this is human comedy at its most amusing  , interesting and confirming  .', 0.0005561709403991699), ('is human comedy at its most amusing  , interesting and confirming', 0.0005561709403991699), ('human comedy', 0.0005561709403991699), ('at its most amusing  , interesting and confirming', 0.0005561709403991699), ('its most amusing  , interesting and confirming', 0.0005561709403991699)]
[('unre', -0.24152874946594238), ('in', -0.24231547117233276), ('se', -0.2444678544998169), ('you', -0.24464350938796997), (',', -0.24506378173828125)]
"[(""worth watching for  dong  ji e  ' s performance  - - and for the way it documents a culture in the  thro es of rapid change  ."", 0.00012791156768798828), ('worth watching', 0.00012791156768798828), (""for  dong  ji e  ' s performance  - - and for the way it documents a culture in the  thro es of rapid change"", 0.00012791156768798828), (""for  dong  ji e  ' s performance"", 0.00012791156768798828), ("" dong  ji e  ' s performance"", 0.00012791156768798828)]"
[('a poignant  , art fully crafted meditation on mortality  .', 0.0004950761795043945), ('a poignant  , art fully crafted meditation', 0.0004950761795043945), ('art fully crafted', 0.0004950761795043945), ('on mortality', 0.0004950761795043945), ('mortality', 0.0004448890686035156)]
[('', -0.3705068826675415), ('easy', -0.37053728103637695), ('an', -0.3708775043487549), ('categori', -0.37123173475265503), ('ies', -0.37172943353652954)]
"[("" vera  ' s three actors  - - mo lla  ,  gil and bar dem  - - excel in insight ful  , em pathetic performances  ."", 0.00028318166732788086), ("" vera  ' s three actors  - - mo lla  ,  gil and bar dem  - -"", 0.00028318166732788086), ('mo lla  ,  gil and bar dem', 0.00028318166732788086), (' gil', 0.00028318166732788086), ('excel in insight ful  , em pathetic performances', 0.00028318166732788086)]"
"[(""it  ' s everything you do  n ' t go to the movies for  ."", 0.041966021060943604), ("" ' s everything you do  n ' t go to the movies for"", 0.040946900844573975), (""' s everything you do  n ' t go to the movies for"", 0.040295958518981934), (""s everything you do  n ' t go to the movies for"", 0.03938484191894531), (""everything you do  n ' t go to the movies for"", 0.03817850351333618)]"
"[("" -LRB- grant  ' s  -RRB- bum bling magic takes over the film  , and it turns out to be another winning star vehicle  ."", 0.0010391473770141602), ('bum bling magic takes over the film', 0.0010391473770141602), ('bum bling magic', 0.0010391473770141602), ('takes over the film', 0.0010391473770141602), ('the film', 0.0010391473770141602)]"
[('it gets onto the screen just about as much of the novel la as one could reasonably expect  , and is  en grossing and moving in its own right  .', 0.0002810359001159668), ('gets onto the screen just about as much of the novel la as one could reasonably expect  , and is  en grossing and moving in its own right', 0.0002810359001159668), ('gets onto the screen just about as much of the novel la as one could reasonably expect', 0.0002810359001159668), ('onto the screen', 0.0002810359001159668), ('the screen', 0.0002810359001159668)]
[('film', -0.34663867950439453), ('american', -0.3472350835800171), ('the', -0.34914398193359375), ('concept', -0.35046082735061646), ('on', -0.3511638045310974)]
[('but taken as a stylish and energetic one - shot  , the queen of the damned can not be said to suck  .', 0.014945924282073975), ('taken as a stylish and energetic one - shot', 0.014945924282073975), ('as a stylish and energetic one - shot', 0.014945924282073975), ('a stylish and energetic one - shot', 0.014945924282073975), ('stylish and energetic', 0.014945924282073975)]
"[(""the piece plays as well as it does thanks in large measure to an sp augh  ' s three lead actresses  ."", 0.0004240870475769043), ('the piece', 0.0004240870475769043), (""plays as well as it does thanks in large measure to an sp augh  ' s three lead actresses"", 0.0004240870475769043), ('as well as it does', 0.0004240870475769043), ('as well', 0.0004240870475769043)]"
[('hollywood', -0.39755362272262573), ('us', -0.3979388475418091), ('', -0.3985588550567627), ('to', -0.3985844850540161), ('by', -0.3987785577774048)]
[('in', -0.35118502378463745), ('', -0.3519474267959595), ('doing', -0.3522302508354187), ('theater', -0.35348010063171387), ('?', -0.35391122102737427)]
[('', -0.4093307852745056), ('?', -0.40940797328948975), ('how', -0.410106897354126), ('so', -0.41020750999450684), ('boring', -0.41025835275650024)]
[('the man from  e ly s ian fields is a cold  , bliss - less work that groan s along thinking itself some important comment on how life throws us some be gui ling curves  .', 0.040641725063323975), ('is a cold  , bliss - less work that groan s along thinking itself some important comment on how life throws us some be gui ling curves', 0.04054683446884155), ('a cold  , bliss - less work that groan s along thinking itself some important comment on how life throws us some be gui ling curves', 0.04051333665847778), ('that groan s along thinking itself some important comment on how life throws us some be gui ling curves', 0.03938966989517212), ('groan s along thinking itself some important comment on how life throws us some be gui ling curves', 0.039014458656311035)]
[('away', -0.37140053510665894), ('swept', -0.3719310164451599), ('', -0.3728698492050171), ('mad', -0.3732303977012634), ('na', -0.3733031153678894)]
